Transaction_Date,Category,Amount,Income,Age,Dependents
2024-01-16,Groceries,931.4678044234512,5000,30,2
2024-01-16,Transport,1170.394345762342,5000,30,2
2024-01-16,Eating_Out,1330.2800686448304,5000,30,2
2024-01-16,Entertainment,972.057244196975,5000,30,2
2024-01-16,Utilities,782.7426243149572,5000,30,2
2024-01-16,Healthcare,1103.92095872644,5000,30,2
2024-01-16,Education,1005.2699060820324,5000,30,2
2024-01-16,Miscellaneous,990.9416565264388,5000,30,2
2024-01-17,Groceries,1012.7885805504881,5000,30,2
2024-01-17,Transport,891.2878372430905,5000,30,2
2024-01-17,Eating_Out,1019.0526373455461,5000,30,2
2024-01-17,Entertainment,894.2874949023167,5000,30,2
2024-01-17,Utilities,807.9393254399404,5000,30,2
2024-01-17,Healthcare,1057.154565176481,5000,30,2
2024-01-17,Education,1134.306464094565,5000,30,2
2024-01-17,Miscellaneous,1164.6957890754757,5000,30,2
2024-01-18,Groceries,982.6587824476773,5000,30,2
2024-01-18,Transport,1238.2838891949748,5000,30,2
2024-01-18,Eating_Out,935.868472238349,5000,30,2
2024-01-18,Entertainment,1329.7853435086054,5000,30,2
2024-01-18,Utilities,1061.4621111096387,5000,30,2
2024-01-18,Healthcare,910.0704745295184,5000,30,2
2024-01-18,Education,679.3369527292232,5000,30,2
2024-01-18,Miscellaneous,927.5285491851661,5000,30,2
2024-01-19,Groceries,980.6778463576001,5000,30,2
2024-01-19,Transport,1121.742792740995,5000,30,2
2024-01-19,Eating_Out,642.406681223958,5000,30,2
2024-01-19,Entertainment,922.8057652773907,5000,30,2
2024-01-19,Utilities,1132.838737765471,5000,30,2
2024-01-19,Healthcare,769.3455079696575,5000,30,2
2024-01-19,Education,1291.785354846645,5000,30,2
2024-01-19,Miscellaneous,996.0006835347988,5000,30,2
2024-01-20,Groceries,1265.149824226176,5000,30,2
2024-01-20,Transport,826.8989018711543,5000,30,2
2024-01-20,Eating_Out,878.5766338233752,5000,30,2
2024-01-20,Entertainment,645.359099073753,5000,30,2
2024-01-20,Utilities,751.549140770384,5000,30,2
2024-01-20,Healthcare,1039.6587474487608,5000,30,2
2024-01-20,Education,1275.0470660438868,5000,30,2
2024-01-20,Miscellaneous,1089.185288149484,5000,30,2
2024-01-21,Groceries,968.9993423449384,5000,30,2
2024-01-21,Transport,979.7722879228052,5000,30,2
2024-01-21,Eating_Out,904.0460320933371,5000,30,2
2024-01-21,Entertainment,1347.139106557467,5000,30,2
2024-01-21,Utilities,958.3553594527992,5000,30,2
2024-01-21,Healthcare,909.1854527716732,5000,30,2
2024-01-21,Education,805.2137735497021,5000,30,2
2024-01-21,Miscellaneous,1201.7565149580266,5000,30,2
2024-01-22,Groceries,1293.5231884065379,5000,30,2
2024-01-22,Transport,1077.2470526410987,5000,30,2
2024-01-22,Eating_Out,1258.3293662573476,5000,30,2
2024-01-22,Entertainment,965.2974950146587,5000,30,2
2024-01-22,Utilities,826.9005236611558,5000,30,2
2024-01-22,Healthcare,1478.1805228220794,5000,30,2
2024-01-22,Education,1377.7454668738096,5000,30,2
2024-01-22,Miscellaneous,863.1404096710277,5000,30,2
2024-01-23,Groceries,682.5731232037678,5000,30,2
2024-01-23,Transport,803.2574962530399,5000,30,2
2024-01-23,Eating_Out,796.1935957021734,5000,30,2
2024-01-23,Entertainment,948.9930462247903,5000,30,2
2024-01-23,Utilities,1243.7009626606286,5000,30,2
2024-01-23,Healthcare,1112.362611624042,5000,30,2
2024-01-23,Education,1024.8488284415726,5000,30,2
2024-01-23,Miscellaneous,751.1159736497626,5000,30,2
2024-01-24,Groceries,938.4355738376191,5000,30,2
2024-01-24,Transport,853.5042744770739,5000,30,2
2024-01-24,Eating_Out,840.7341965182165,5000,30,2
2024-01-24,Entertainment,847.8900052262849,5000,30,2
2024-01-24,Utilities,1140.1072979474272,5000,30,2
2024-01-24,Healthcare,1537.1248623527563,5000,30,2
2024-01-24,Education,976.298226593616,5000,30,2
2024-01-24,Miscellaneous,1263.4428107433303,5000,30,2
2024-01-25,Groceries,754.7562408042692,5000,30,2
2024-01-25,Transport,1001.8223286182807,5000,30,2
2024-01-25,Eating_Out,1115.050954398197,5000,30,2
2024-01-25,Entertainment,855.5101053327019,5000,30,2
2024-01-25,Utilities,1137.223082212256,5000,30,2
2024-01-25,Healthcare,1139.0148778546377,5000,30,2
2024-01-25,Education,1104.6082949549489,5000,30,2
2024-01-25,Miscellaneous,839.0283683719349,5000,30,2
2024-01-26,Groceries,859.4035964193909,5000,30,2
2024-01-26,Transport,954.8878797707868,5000,30,2
2024-01-26,Eating_Out,926.4466228244039,5000,30,2
2024-01-26,Entertainment,580.567284425088,5000,30,2
2024-01-26,Utilities,993.6181072194703,5000,30,2
2024-01-26,Healthcare,1031.5204154494818,5000,30,2
2024-01-26,Education,1041.1000050768614,5000,30,2
2024-01-26,Miscellaneous,999.266245589003,5000,30,2
2024-01-27,Groceries,857.3289647977901,5000,30,2
2024-01-27,Transport,786.1317604971338,5000,30,2
2024-01-27,Eating_Out,1180.2440636407237,5000,30,2
2024-01-27,Entertainment,1147.6934690478522,5000,30,2
2024-01-27,Utilities,849.5523893772036,5000,30,2
2024-01-27,Healthcare,1068.484620459469,5000,30,2
2024-01-27,Education,946.7843607454454,5000,30,2
2024-01-27,Miscellaneous,902.0103566890722,5000,30,2
2024-01-28,Groceries,1112.092784961385,5000,30,2
2024-01-28,Transport,1023.5275531783607,5000,30,2
2024-01-28,Eating_Out,1179.7081166976404,5000,30,2
2024-01-28,Entertainment,1169.183477520765,5000,30,2
2024-01-28,Utilities,1274.3906030195558,5000,30,2
2024-01-28,Healthcare,1026.8144999529657,5000,30,2
2024-01-28,Education,995.6823515349437,5000,30,2
2024-01-28,Miscellaneous,845.8263816231117,5000,30,2
2024-01-29,Groceries,1070.5893783455954,5000,30,2
2024-01-29,Transport,873.4219739178466,5000,30,2
2024-01-29,Eating_Out,1319.3575714824515,5000,30,2
2024-01-29,Entertainment,1073.3145885284664,5000,30,2
2024-01-29,Utilities,1018.5112329276474,5000,30,2
2024-01-29,Healthcare,668.4332211456953,5000,30,2
2024-01-29,Education,907.2333726501254,5000,30,2
2024-01-29,Miscellaneous,1178.5743731332057,5000,30,2
2024-01-30,Groceries,1440.3473261414167,5000,30,2
2024-01-30,Transport,991.4035923717549,5000,30,2
2024-01-30,Eating_Out,1131.8027005729725,5000,30,2
2024-01-30,Entertainment,1033.7941512922055,5000,30,2
2024-01-30,Utilities,1032.3667491919791,5000,30,2
2024-01-30,Healthcare,1178.5384306862732,5000,30,2
2024-01-30,Education,973.3768022753426,5000,30,2
2024-01-30,Miscellaneous,1068.9416960778026,5000,30,2
2024-01-31,Groceries,1325.8635804456585,5000,30,2
2024-01-31,Transport,1156.0609964786213,5000,30,2
2024-01-31,Eating_Out,977.9008642974188,5000,30,2
2024-01-31,Entertainment,1132.748946795082,5000,30,2
2024-01-31,Utilities,1142.169809837934,5000,30,2
2024-01-31,Healthcare,1096.9398092171289,5000,30,2
2024-01-31,Education,925.4767684141093,5000,30,2
2024-01-31,Miscellaneous,869.7119897262352,5000,30,2
2024-02-01,Groceries,930.6661867701796,5000,30,2
2024-02-01,Transport,986.7049048127908,5000,30,2
2024-02-01,Eating_Out,1203.3830514913307,5000,30,2
2024-02-01,Entertainment,1398.1617163666706,5000,30,2
2024-02-01,Utilities,811.0351723844385,5000,30,2
2024-02-01,Healthcare,1026.2679066521314,5000,30,2
2024-02-01,Education,1142.4027016444225,5000,30,2
2024-02-01,Miscellaneous,1154.1970527186045,5000,30,2
2024-02-02,Groceries,665.7907847887175,5000,30,2
2024-02-02,Transport,1082.80005152455,5000,30,2
2024-02-02,Eating_Out,1168.3925115508712,5000,30,2
2024-02-02,Entertainment,885.4447590321014,5000,30,2
2024-02-02,Utilities,807.3070405346989,5000,30,2
2024-02-02,Healthcare,884.0862769295196,5000,30,2
2024-02-02,Education,1088.6204221868504,5000,30,2
2024-02-02,Miscellaneous,1189.1652702162369,5000,30,2
2024-02-03,Groceries,799.7575908149835,5000,30,2
2024-02-03,Transport,860.7610436660591,5000,30,2
2024-02-03,Eating_Out,1351.8596366004153,5000,30,2
2024-02-03,Entertainment,863.1347780602534,5000,30,2
2024-02-03,Utilities,931.7525665665416,5000,30,2
2024-02-03,Healthcare,764.2673886284258,5000,30,2
2024-02-03,Education,1417.180051997703,5000,30,2
2024-02-03,Miscellaneous,944.4191912945179,5000,30,2
2024-02-04,Groceries,1254.1279546037651,5000,30,2
2024-02-04,Transport,973.8612076082405,5000,30,2
2024-02-04,Eating_Out,1149.1386771272514,5000,30,2
2024-02-04,Entertainment,1040.5191445081055,5000,30,2
2024-02-04,Utilities,835.4292900769652,5000,30,2
2024-02-04,Healthcare,692.0652794320306,5000,30,2
2024-02-04,Education,728.8412152925869,5000,30,2
2024-02-04,Miscellaneous,1170.8761763431912,5000,30,2
2024-02-05,Groceries,566.037110990572,5000,30,2
2024-02-05,Transport,750.1177474469197,5000,30,2
2024-02-05,Eating_Out,1133.1073432685048,5000,30,2
2024-02-05,Entertainment,1079.468120004414,5000,30,2
2024-02-05,Utilities,1071.5099867524732,5000,30,2
2024-02-05,Healthcare,840.8375480654108,5000,30,2
2024-02-05,Education,1062.0420935952995,5000,30,2
2024-02-05,Miscellaneous,1358.5240886839563,5000,30,2
2024-02-06,Groceries,784.6282470037862,5000,30,2
2024-02-06,Transport,1057.909556289229,5000,30,2
2024-02-06,Eating_Out,1045.4331235029215,5000,30,2
2024-02-06,Entertainment,1127.8098639546122,5000,30,2
2024-02-06,Utilities,839.0734245920721,5000,30,2
2024-02-06,Healthcare,1251.9400476821272,5000,30,2
2024-02-06,Education,1142.2440828627227,5000,30,2
2024-02-06,Miscellaneous,862.4743969352191,5000,30,2
2024-02-07,Groceries,1476.6356886058768,5000,30,2
2024-02-07,Transport,764.5414224726874,5000,30,2
2024-02-07,Eating_Out,868.9801478814142,5000,30,2
2024-02-07,Entertainment,1264.318907080897,5000,30,2
2024-02-07,Utilities,857.4608497845886,5000,30,2
2024-02-07,Healthcare,1172.730823217802,5000,30,2
2024-02-07,Education,912.814041493435,5000,30,2
2024-02-07,Miscellaneous,1159.5795825748041,5000,30,2
2024-02-08,Groceries,1016.6308068162106,5000,30,2
2024-02-08,Transport,1093.3597037287223,5000,30,2
2024-02-08,Eating_Out,921.8004790966534,5000,30,2
2024-02-08,Entertainment,1170.3883925275618,5000,30,2
2024-02-08,Utilities,822.6466844480435,5000,30,2
2024-02-08,Healthcare,896.2107889962097,5000,30,2
2024-02-08,Education,1363.008617566774,5000,30,2
2024-02-08,Miscellaneous,1306.9623172812599,5000,30,2
2024-02-09,Groceries,912.6803557550788,5000,30,2
2024-02-09,Transport,668.4926161217105,5000,30,2
2024-02-09,Eating_Out,832.6752091198548,5000,30,2
2024-02-09,Entertainment,1149.0790746180635,5000,30,2
2024-02-09,Utilities,955.8491965335636,5000,30,2
2024-02-09,Healthcare,1033.033179036363,5000,30,2
2024-02-09,Education,1268.4760403631292,5000,30,2
2024-02-09,Miscellaneous,787.4800590957708,5000,30,2
2024-02-10,Groceries,771.5629309008866,5000,30,2
2024-02-10,Transport,880.805797746624,5000,30,2
2024-02-10,Eating_Out,1044.6835537947686,5000,30,2
2024-02-10,Entertainment,1281.3585425018805,5000,30,2
2024-02-10,Utilities,951.5060509420724,5000,30,2
2024-02-10,Healthcare,1091.594257541941,5000,30,2
2024-02-10,Education,892.4325524895223,5000,30,2
2024-02-10,Miscellaneous,1052.5381267288192,5000,30,2
2024-02-11,Groceries,759.6626398988545,5000,30,2
2024-02-11,Transport,1091.8845300269859,5000,30,2
2024-02-11,Eating_Out,841.6448545327718,5000,30,2
2024-02-11,Entertainment,1236.2451871375204,5000,30,2
2024-02-11,Utilities,935.5688630312804,5000,30,2
2024-02-11,Healthcare,934.5891131572382,5000,30,2
2024-02-11,Education,1124.9114269058748,5000,30,2
2024-02-11,Miscellaneous,1222.0257446542641,5000,30,2
2024-02-12,Groceries,868.8811394802611,5000,30,2
2024-02-12,Transport,1020.705314777622,5000,30,2
2024-02-12,Eating_Out,1107.8618318822107,5000,30,2
2024-02-12,Entertainment,909.9486020089784,5000,30,2
2024-02-12,Utilities,994.4372480121463,5000,30,2
2024-02-12,Healthcare,999.0034760175316,5000,30,2
2024-02-12,Education,1011.8170133634626,5000,30,2
2024-02-12,Miscellaneous,774.6726987769653,5000,30,2
2024-02-13,Groceries,1194.5330283951978,5000,30,2
2024-02-13,Transport,1112.7864504227139,5000,30,2
2024-02-13,Eating_Out,802.0138542634982,5000,30,2
2024-02-13,Entertainment,766.077421178068,5000,30,2
2024-02-13,Utilities,1302.081848276002,5000,30,2
2024-02-13,Healthcare,1116.0528052172995,5000,30,2
2024-02-13,Education,697.6849172512063,5000,30,2
2024-02-13,Miscellaneous,1072.785623038987,5000,30,2
2024-02-14,Groceries,1144.3801021936365,5000,30,2
2024-02-14,Transport,1126.5263312807633,5000,30,2
2024-02-14,Eating_Out,601.220776904665,5000,30,2
2024-02-14,Entertainment,1115.7304092774707,5000,30,2
2024-02-14,Utilities,687.709278317355,5000,30,2
2024-02-14,Healthcare,1146.4777804498387,5000,30,2
2024-02-14,Education,998.5628657864744,5000,30,2
2024-02-14,Miscellaneous,1159.7129430359964,5000,30,2
2024-02-15,Groceries,294.17418632219733,5000,30,2
2024-02-15,Transport,1316.144661712635,5000,30,2
2024-02-15,Eating_Out,934.7191290238536,5000,30,2
2024-02-15,Entertainment,687.6550172031987,5000,30,2
2024-02-15,Utilities,943.7764708134439,5000,30,2
2024-02-15,Healthcare,725.0012786015147,5000,30,2
2024-02-15,Education,1087.4197202810885,5000,30,2
2024-02-15,Miscellaneous,1384.3950086377938,5000,30,2
2024-02-16,Groceries,1044.946764731739,5000,30,2
2024-02-16,Transport,907.1952963193319,5000,30,2
2024-02-16,Eating_Out,1399.950223018732,5000,30,2
2024-02-16,Entertainment,820.7437751967338,5000,30,2
2024-02-16,Utilities,1107.5686691716526,5000,30,2
2024-02-16,Healthcare,1082.64200779411,5000,30,2
2024-02-16,Education,649.5676155476021,5000,30,2
2024-02-16,Miscellaneous,481.6526352217552,5000,30,2
2024-02-17,Groceries,786.3946549594773,5000,30,2
2024-02-17,Transport,1141.7560862737992,5000,30,2
2024-02-17,Eating_Out,678.9413168165534,5000,30,2
2024-02-17,Entertainment,960.9439099560302,5000,30,2
2024-02-17,Utilities,885.2681092612413,5000,30,2
2024-02-17,Healthcare,759.8325595878096,5000,30,2
2024-02-17,Education,1145.5365420881992,5000,30,2
2024-02-17,Miscellaneous,1269.6797830537075,5000,30,2
2024-02-18,Groceries,835.2208135744531,5000,30,2
2024-02-18,Transport,1064.9768137424435,5000,30,2
2024-02-18,Eating_Out,1377.5946745076233,5000,30,2
2024-02-18,Entertainment,507.4159598789461,5000,30,2
2024-02-18,Utilities,950.1921553191286,5000,30,2
2024-02-18,Healthcare,979.2635550121072,5000,30,2
2024-02-18,Education,1013.4074824988795,5000,30,2
2024-02-18,Miscellaneous,1627.982662471155,5000,30,2
2024-02-19,Groceries,869.791445146788,5000,30,2
2024-02-19,Transport,730.0016655120224,5000,30,2
2024-02-19,Eating_Out,1201.9771071340695,5000,30,2
2024-02-19,Entertainment,1130.6768836452377,5000,30,2
2024-02-19,Utilities,938.2323542816387,5000,30,2
2024-02-19,Healthcare,930.5402240378279,5000,30,2
2024-02-19,Education,1204.0552165966421,5000,30,2
2024-02-19,Miscellaneous,997.9882022708604,5000,30,2
2024-02-20,Groceries,1060.2394877837762,5000,30,2
2024-02-20,Transport,894.4023127456933,5000,30,2
2024-02-20,Eating_Out,1097.3785293298115,5000,30,2
2024-02-20,Entertainment,1214.7334029323106,5000,30,2
2024-02-20,Utilities,1291.1976648765828,5000,30,2
2024-02-20,Healthcare,1223.261867234379,5000,30,2
2024-02-20,Education,888.0629817104038,5000,30,2
2024-02-20,Miscellaneous,1139.5153752274239,5000,30,2
2024-02-21,Groceries,971.147223283225,5000,30,2
2024-02-21,Transport,1446.9772108884524,5000,30,2
2024-02-21,Eating_Out,1389.5238922536992,5000,30,2
2024-02-21,Entertainment,559.5062941349418,5000,30,2
2024-02-21,Utilities,1166.4548764865929,5000,30,2
2024-02-21,Healthcare,774.0581345594005,5000,30,2
2024-02-21,Education,1178.8276936821878,5000,30,2
2024-02-21,Miscellaneous,1196.4523641357057,5000,30,2
2024-02-22,Groceries,1157.4660297848463,5000,30,2
2024-02-22,Transport,1182.8225924393005,5000,30,2
2024-02-22,Eating_Out,666.3786309600068,5000,30,2
2024-02-22,Entertainment,749.6974133521096,5000,30,2
2024-02-22,Utilities,1003.77267816232,5000,30,2
2024-02-22,Healthcare,797.0675585045908,5000,30,2
2024-02-22,Education,1008.5744363083245,5000,30,2
2024-02-22,Miscellaneous,1295.7727398430616,5000,30,2
2024-02-23,Groceries,969.052196266941,5000,30,2
2024-02-23,Transport,1007.0985549454502,5000,30,2
2024-02-23,Eating_Out,684.1703724655993,5000,30,2
2024-02-23,Entertainment,652.5589325502744,5000,30,2
2024-02-23,Utilities,756.6056088282525,5000,30,2
2024-02-23,Healthcare,761.1845104227707,5000,30,2
2024-02-23,Education,1109.1796719921203,5000,30,2
2024-02-23,Miscellaneous,815.050659384452,5000,30,2
2024-02-24,Groceries,1352.2600044093429,5000,30,2
2024-02-24,Transport,1044.205100548635,5000,30,2
2024-02-24,Eating_Out,1045.3013918753716,5000,30,2
2024-02-24,Entertainment,846.1307287657822,5000,30,2
2024-02-24,Utilities,918.8228317108357,5000,30,2
2024-02-24,Healthcare,1063.031008962189,5000,30,2
2024-02-24,Education,1295.8883737214624,5000,30,2
2024-02-24,Miscellaneous,884.5867705139557,5000,30,2
2024-02-25,Groceries,983.5069672450196,5000,30,2
2024-02-25,Transport,930.251275380778,5000,30,2
2024-02-25,Eating_Out,994.9382574222105,5000,30,2
2024-02-25,Entertainment,1051.5813957646699,5000,30,2
2024-02-25,Utilities,1369.5398560909148,5000,30,2
2024-02-25,Healthcare,1057.457674334934,5000,30,2
2024-02-25,Education,947.8599447790592,5000,30,2
2024-02-25,Miscellaneous,872.5178738228142,5000,30,2
2024-02-26,Groceries,1114.3163975865345,5000,30,2
2024-02-26,Transport,1033.1048088185905,5000,30,2
2024-02-26,Eating_Out,779.5284869679941,5000,30,2
2024-02-26,Entertainment,959.2842757742733,5000,30,2
2024-02-26,Utilities,1053.5318494871055,5000,30,2
2024-02-26,Healthcare,877.8496896123675,5000,30,2
2024-02-26,Education,1189.2548780759503,5000,30,2
2024-02-26,Miscellaneous,856.0031906861853,5000,30,2
2024-02-27,Groceries,1185.1215542037621,5000,30,2
2024-02-27,Transport,1029.1372273783272,5000,30,2
2024-02-27,Eating_Out,1187.3827274097102,5000,30,2
2024-02-27,Entertainment,897.3817286368849,5000,30,2
2024-02-27,Utilities,549.0488708171285,5000,30,2
2024-02-27,Healthcare,1068.479464284221,5000,30,2
2024-02-27,Education,761.695347054563,5000,30,2
2024-02-27,Miscellaneous,750.1438629377536,5000,30,2
2024-02-28,Groceries,977.543418126189,5000,30,2
2024-02-28,Transport,861.3881997909941,5000,30,2
2024-02-28,Eating_Out,1379.3871001886705,5000,30,2
2024-02-28,Entertainment,1194.8934162817825,5000,30,2
2024-02-28,Utilities,1020.0328327077929,5000,30,2
2024-02-28,Healthcare,1005.9048358885286,5000,30,2
2024-02-28,Education,817.7375409618053,5000,30,2
2024-02-28,Miscellaneous,1260.815802821446,5000,30,2
2024-02-29,Groceries,1039.0132770163973,5000,30,2
2024-02-29,Transport,818.1489938094819,5000,30,2
2024-02-29,Eating_Out,1070.6683318556982,5000,30,2
2024-02-29,Entertainment,1315.720823592409,5000,30,2
2024-02-29,Utilities,1163.4649431701587,5000,30,2
2024-02-29,Healthcare,800.5389584294156,5000,30,2
2024-02-29,Education,1059.130556019068,5000,30,2
2024-02-29,Miscellaneous,804.806152761998,5000,30,2
2024-03-01,Groceries,831.2669331714407,5000,30,2
2024-03-01,Transport,966.4542244703548,5000,30,2
2024-03-01,Eating_Out,765.7319388787031,5000,30,2
2024-03-01,Entertainment,1224.5302782178237,5000,30,2
2024-03-01,Utilities,851.9533265750158,5000,30,2
2024-03-01,Healthcare,700.814032791917,5000,30,2
2024-03-01,Education,1343.2765030061223,5000,30,2
2024-03-01,Miscellaneous,1180.5618877695151,5000,30,2
2024-03-02,Groceries,848.4245970251474,5000,30,2
2024-03-02,Transport,1128.8983267903486,5000,30,2
2024-03-02,Eating_Out,1231.8698239642786,5000,30,2
2024-03-02,Entertainment,881.1649420577811,5000,30,2
2024-03-02,Utilities,996.3272570587785,5000,30,2
2024-03-02,Healthcare,1186.306973846624,5000,30,2
2024-03-02,Education,804.6661173602264,5000,30,2
2024-03-02,Miscellaneous,955.492573027509,5000,30,2
2024-03-03,Groceries,1117.7932866650515,5000,30,2
2024-03-03,Transport,995.6647764872317,5000,30,2
2024-03-03,Eating_Out,960.6053429840681,5000,30,2
2024-03-03,Entertainment,1116.4877232011313,5000,30,2
2024-03-03,Utilities,585.5766279745687,5000,30,2
